Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Australia and Oceania,Fiji,Vegetables,Offline,C,8/26/15,876065099,10/15/15,5986,154.06,90.93,922203.16,544306.98,377896.18
Europe,San Marino,Clothes,Offline,H,1/23/12,519154059,1/29/12,8078,109.28,35.84,882763.84,289515.52,593248.32
Europe,Moldova ,Snacks,Online,H,9/7/12,249652993,10/12/12,6723,152.58,97.44,1025795.34,655089.12,370706.22
Sub-Saharan Africa,Ethiopia,Cereal,Offline,C,8/3/10,289485728,8/24/10,4115,205.7,117.11,846455.5,481907.65,364547.85
Middle East and North Africa,Yemen,Vegetables,Online,C,1/18/15,480888593,2/4/15,4476,154.06,90.93,689572.56,407002.68,282569.88
Middle East and North Africa,Qatar,Beverages,Offline,L,6/21/17,736410415,7/4/17,9061,47.45,31.79,429944.45,288049.19,141895.26
Sub-Saharan Africa,Ethiopia,Household,Online,H,5/4/10,588912522,5/15/10,1157,668.27,502.54,773188.39,581438.78,191749.61
Europe,Finland,Personal Care,Offline,C,9/10/13,541568744,9/12/13,1081,81.73,56.67,88350.13,61260.27,27089.86
Europe,Luxembourg,Meat,Online,C,10/12/10,717865407,11/23/10,1181,421.89,364.69,498252.09,430698.89,67553.2
Sub-Saharan Africa,Ghana,Cosmetics,Offline,L,5/30/12,411601340,6/21/12,838,437.2,263.33,366373.6,220670.54,145703.06
Asia,Maldives,Fruits,Offline,M,5/1/15,336887872,6/19/15,1462,9.33,6.92,13640.46,10117.04,3523.42
Europe,Malta,Office Supplies,Offline,L,7/18/13,378148829,8/3/13,1497,651.21,524.96,974861.37,785865.12,188996.25
Sub-Saharan Africa,Guinea-Bissau,Baby Food,Online,L,4/12/17,940120542,5/14/17,1415,255.28,159.42,361221.2,225579.3,135641.9
Europe,Slovenia,Clothes,Online,H,4/27/11,697851836,6/8/11,8721,109.28,35.84,953030.88,312560.64,640470.24
Sub-Saharan Africa,Mozambique,Snacks,Online,M,10/21/11,646704041,10/25/11,2952,152.58,97.44,450416.16,287642.88,162773.28
Europe,Liechtenstein,Personal Care,Online,C,1/3/17,952350986,1/21/17,675,81.73,56.67,55167.75,38252.25,16915.5
Sub-Saharan Africa,The Gambia,Cosmetics,Online,M,2/14/11,500778996,3/30/11,488,437.2,263.33,213353.6,128505.04,84848.56
Sub-Saharan Africa,Mauritius ,Beverages,Online,M,6/25/13,948286902,7/25/13,8022,47.45,31.79,380643.9,255019.38,125624.52
Europe,Kosovo,Personal Care,Offline,L,3/13/14,871486032,4/20/14,938,81.73,56.67,76662.74,53156.46,23506.28
Sub-Saharan Africa,Burkina Faso,Office Supplies,Offline,C,10/19/15,717300212,11/7/15,3928,651.21,524.96,2557952.88,2062042.88,495910
Sub-Saharan Africa,Guinea,Cosmetics,Online,M,4/24/14,552965772,5/31/14,3715,437.2,263.33,1624198,978270.95,645927.05
Middle East and North Africa,Algeria,Clothes,Offline,M,8/13/10,516031539,9/26/10,4055,109.28,35.84,443130.4,145331.2,297799.2
Middle East and North Africa,Kuwait,Snacks,Online,M,3/23/14,364358842,3/28/14,733,152.58,97.44,111841.14,71423.52,40417.62
Sub-Saharan Africa,Angola,Cosmetics,Online,M,10/11/16,826121509,11/4/16,6567,437.2,263.33,2871092.4,1729288.11,1141804.29
Middle East and North Africa,Morocco,Fruits,Online,H,12/31/10,449805867,1/18/11,6407,9.33,6.92,59777.31,44336.44,15440.87
Sub-Saharan Africa,Tanzania,Household,Online,C,2/27/17,554210746,4/11/17,2130,668.27,502.54,1423415.1,1070410.2,353004.9
Central America and the Caribbean,Panama,Clothes,Offline,C,3/5/11,278447473,3/20/11,7650,109.28,35.84,835992,274176,561816
Sub-Saharan Africa,Ghana,Baby Food,Online,L,9/2/11,631939876,10/15/11,3907,255.28,159.42,997378.96,622853.94,374525.02
Europe,Spain,Meat,Offline,H,8/12/15,444424283,9/27/15,3876,421.89,364.69,1635245.64,1413538.44,221707.2
Europe,Norway,Clothes,Offline,H,4/4/17,415949523,5/7/17,7562,109.28,35.84,826375.36,271022.08,555353.28
Asia,Taiwan,Meat,Offline,C,12/1/11,866876924,12/26/11,7000,421.89,364.69,2953230,2552830,400400
Europe,Ireland,Cereal,Offline,L,11/26/14,387880313,12/28/14,1259,205.7,117.11,258976.3,147441.49,111534.81
Asia,India,Vegetables,Offline,H,4/20/12,789946019,5/17/12,1436,154.06,90.93,221230.16,130575.48,90654.68
Middle East and North Africa,Qatar,Cosmetics,Online,H,3/13/10,354372870,4/5/10,5662,437.2,263.33,2475426.4,1490974.46,984451.94
Asia,Kazakhstan,Office Supplies,Offline,M,9/26/15,582772195,11/8/15,4098,651.21,524.96,2668658.58,2151286.08,517372.5
Australia and Oceania,East Timor,Clothes,Offline,M,8/16/10,347067821,10/5/10,3936,109.28,35.84,430126.08,141066.24,289059.84
Middle East and North Africa,Morocco,Snacks,Online,M,7/2/15,839496076,7/23/15,4399,152.58,97.44,671199.42,428638.56,242560.86
Central America and the Caribbean,Saint Kitts and Nevis ,Vegetables,Offline,C,6/1/10,622605788,6/21/10,1743,154.06,90.93,268526.58,158490.99,110035.59
Sub-Saharan Africa,Niger,Personal Care,Offline,L,5/8/14,579258286,6/3/14,4254,81.73,56.67,347679.42,241074.18,106605.24
Sub-Saharan Africa,Malawi,Cosmetics,Online,C,4/8/13,762627398,4/11/13,7249,437.2,263.33,3169262.8,1908879.17,1260383.63
Europe,Poland,Fruits,Online,L,12/4/16,846199452,1/7/17,8077,9.33,6.92,75358.41,55892.84,19465.57
Asia,Myanmar,Vegetables,Online,M,3/15/17,573773276,4/17/17,1118,154.06,90.93,172239.08,101659.74,70579.34
Sub-Saharan Africa,Sudan,Vegetables,Offline,L,8/16/14,209460198,9/18/14,2782,154.06,90.93,428594.92,252967.26,175627.66
Europe,Macedonia,Meat,Offline,H,7/22/14,987684047,7/24/14,6513,421.89,364.69,2747769.57,2375225.97,372543.6
Middle East and North Africa,Bahrain,Snacks,Offline,H,11/14/15,163181149,12/8/15,7783,152.58,97.44,1187530.14,758375.52,429154.62
Australia and Oceania,Samoa ,Vegetables,Offline,L,9/15/14,461000335,10/4/14,9098,154.06,90.93,1401637.88,827281.14,574356.74
Central America and the Caribbean,El Salvador,Snacks,Online,H,11/5/15,626502931,11/26/15,4994,152.58,97.44,761984.52,486615.36,275369.16
Middle East and North Africa,Iraq,Cereal,Online,M,10/10/13,375362765,10/13/13,7038,205.7,117.11,1447716.6,824220.18,623496.42
Sub-Saharan Africa,Eritrea,Snacks,Online,C,8/15/11,843566167,10/4/11,8830,152.58,97.44,1347281.4,860395.2,486886.2
Sub-Saharan Africa,Comoros,Clothes,Online,C,5/10/17,537411963,6/15/17,997,109.28,35.84,108952.16,35732.48,73219.68
Europe,Kosovo,Fruits,Offline,M,4/21/17,283511483,6/9/17,6203,9.33,6.92,57873.99,42924.76,14949.23
Europe,Slovakia,Baby Food,Online,M,3/19/10,978788554,4/1/10,4139,255.28,159.42,1056603.92,659839.38,396764.54
Central America and the Caribbean,El Salvador,Vegetables,Online,C,1/15/11,440479505,2/3/11,6529,154.06,90.93,1005857.74,593681.97,412175.77
Sub-Saharan Africa,Central African Republic,Personal Care,Offline,C,11/14/16,156133162,12/26/16,2127,81.73,56.67,173839.71,120537.09,53302.62
Sub-Saharan Africa,Angola,Beverages,Online,L,9/20/10,333610856,10/13/10,1721,47.45,31.79,81661.45,54710.59,26950.86
Sub-Saharan Africa,The Gambia,Personal Care,Online,H,9/26/10,351086413,11/7/10,3126,81.73,56.67,255487.98,177150.42,78337.56
Asia,Uzbekistan,Household,Offline,H,6/2/13,107046163,7/11/13,6193,668.27,502.54,4138596.11,3112230.22,1026365.89
Europe,France,Cosmetics,Online,C,7/17/12,470288932,8/31/12,7801,437.2,263.33,3410597.2,2054237.33,1356359.87
Sub-Saharan Africa,Mozambique,Baby Food,Online,L,7/12/10,129926049,7/14/10,6860,255.28,159.42,1751220.8,1093621.2,657599.6
Europe,Kosovo,Baby Food,Online,H,8/19/14,545381343,10/4/14,9314,255.28,159.42,2377677.92,1484837.88,892840.04
Sub-Saharan Africa,Guinea,Baby Food,Online,L,6/23/10,996391141,7/10/10,3135,255.28,159.42,800302.8,499781.7,300521.1
Asia,Kyrgyzstan,Clothes,Online,C,3/28/11,833004271,3/29/11,3330,109.28,35.84,363902.4,119347.2,244555.2
Europe,Albania,Household,Online,M,1/6/16,825582063,2/20/16,6933,668.27,502.54,4633115.91,3484109.82,1149006.09
Sub-Saharan Africa,Liberia,Meat,Online,C,8/15/13,914798343,9/16/13,8013,421.89,364.69,3380604.57,2922260.97,458343.6
Sub-Saharan Africa,Tanzania,Personal Care,Online,L,8/23/16,661639440,9/4/16,2668,81.73,56.67,218055.64,151195.56,66860.08
Middle East and North Africa,Tunisia ,Office Supplies,Offline,C,3/27/12,597404181,4/16/12,4028,651.21,524.96,2623073.88,2114538.88,508535
Europe,Moldova ,Cosmetics,Online,C,5/1/11,873703896,5/8/11,7253,437.2,263.33,3171011.6,1909932.49,1261079.11
Europe,Hungary,Fruits,Offline,L,7/25/14,812462413,8/4/14,4538,9.33,6.92,42339.54,31402.96,10936.58
Australia and Oceania,Australia,Household,Online,C,1/27/16,255916059,2/27/16,104,668.27,502.54,69500.08,52264.16,17235.92
Europe,Cyprus,Meat,Offline,C,11/2/14,916613662,11/11/14,5207,421.89,364.69,2196781.23,1898940.83,297840.4
Sub-Saharan Africa,Burundi,Snacks,Offline,M,11/27/10,527416551,1/14/11,3133,152.58,97.44,478033.14,305279.52,172753.62
North America,Canada,Meat,Offline,L,10/1/16,491498553,11/8/16,4199,421.89,364.69,1771516.11,1531333.31,240182.8
Middle East and North Africa,United Arab Emirates,Vegetables,Offline,L,8/15/15,932345998,9/17/15,754,154.06,90.93,116161.24,68561.22,47600.02
Sub-Saharan Africa,Botswana,Fruits,Offline,C,10/2/10,243757712,10/28/10,2179,9.33,6.92,20330.07,15078.68,5251.39
Europe,Poland,Household,Online,C,1/12/14,939845025,2/5/14,9883,668.27,502.54,6604512.41,4966602.82,1637909.59
Sub-Saharan Africa,Burkina Faso,Meat,Online,M,11/25/11,205031764,12/16/11,2310,421.89,364.69,974565.9,842433.9,132132
Europe,Croatia,Baby Food,Offline,C,7/30/14,244054257,8/23/14,9933,255.28,159.42,2535696.24,1583518.86,952177.38
Sub-Saharan Africa,Democratic Republic of the Congo,Clothes,Offline,C,6/3/14,631961333,7/2/14,257,109.28,35.84,28084.96,9210.88,18874.08
Asia,Vietnam,Cereal,Online,M,6/6/12,564114320,7/21/12,2818,205.7,117.11,579662.6,330015.98,249646.62
Middle East and North Africa,Pakistan,Office Supplies,Offline,M,6/12/14,206187045,7/1/14,4183,651.21,524.96,2724011.43,2195907.68,528103.75
Europe,Slovakia,Clothes,Offline,L,3/27/12,244165837,4/9/12,2952,109.28,35.84,322594.56,105799.68,216794.88
Sub-Saharan Africa,Seychelles ,Vegetables,Offline,H,7/24/17,534349524,8/18/17,4754,154.06,90.93,732401.24,432281.22,300120.02
Middle East and North Africa,Algeria,Fruits,Offline,L,12/16/12,553349435,1/2/13,7249,9.33,6.92,67633.17,50163.08,17470.09
Central America and the Caribbean,Barbados,Office Supplies,Offline,L,2/8/16,748089396,3/19/16,5131,651.21,524.96,3341358.51,2693569.76,647788.75
Middle East and North Africa,Jordan,Clothes,Offline,L,6/16/15,285805737,6/24/15,5124,109.28,35.84,559950.72,183644.16,376306.56
Europe,Switzerland,Cosmetics,Offline,M,11/20/11,204047286,12/12/11,981,437.2,263.33,428893.2,258326.73,170566.47
Sub-Saharan Africa,Togo,Fruits,Offline,H,11/28/14,260675370,1/16/15,8490,9.33,6.92,79211.7,58750.8,20460.9
Asia,Taiwan,Snacks,Offline,C,3/3/16,283863818,4/13/16,467,152.58,97.44,71254.86,45504.48,25750.38
Sub-Saharan Africa,Mozambique,Office Supplies,Offline,M,12/16/15,622098958,1/1/16,1761,651.21,524.96,1146780.81,924454.56,222326.25
Asia,Laos,Meat,Offline,C,11/1/11,794179618,11/30/11,4252,421.89,364.69,1793876.28,1550661.88,243214.4
Sub-Saharan Africa,Guinea-Bissau,Meat,Offline,L,7/27/17,839217126,9/13/17,1852,421.89,364.69,781340.28,675405.88,105934.4
Europe,Armenia,Beverages,Online,M,12/5/13,866635310,1/4/14,5502,47.45,31.79,261069.9,174908.58,86161.32
Sub-Saharan Africa,Malawi,Clothes,Online,L,1/11/13,606170499,2/26/13,8176,109.28,35.84,893473.28,293027.84,600445.44
Australia and Oceania,Marshall Islands,Meat,Online,L,9/10/16,757871520,9/12/16,9879,421.89,364.69,4167851.31,3602772.51,565078.8
Middle East and North Africa,Lebanon,Cereal,Offline,H,8/29/12,742099702,9/20/12,2648,205.7,117.11,544693.6,310107.28,234586.32
Europe,Romania,Clothes,Online,H,3/30/16,949528872,4/14/16,5549,109.28,35.84,606394.72,198876.16,407518.56
Europe,Vatican City,Cosmetics,Online,M,7/14/13,491145360,7/17/13,9681,437.2,263.33,4232533.2,2549297.73,1683235.47
North America,Greenland,Meat,Online,M,8/10/10,348247992,8/10/10,3175,421.89,364.69,1339500.75,1157890.75,181610
Central America and the Caribbean,Costa Rica,Vegetables,Offline,C,8/13/14,222448098,9/11/14,6190,154.06,90.93,953631.4,562856.7,390774.7
Asia,Maldives,Personal Care,Online,C,11/2/14,785669505,11/5/14,5921,81.73,56.67,483923.33,335543.07,148380.26
Europe,Latvia,Clothes,Offline,C,10/5/16,530148541,11/23/16,1589,109.28,35.84,173645.92,56949.76,116696.16
Middle East and North Africa,Yemen,Personal Care,Online,L,8/4/15,718434035,9/4/15,9451,81.73,56.67,772430.23,535588.17,236842.06
Europe,Belgium,Vegetables,Online,L,2/25/15,433387315,3/24/15,7792,154.06,90.93,1200435.52,708526.56,491908.96
Europe,United Kingdom,Household,Offline,H,7/25/16,628182208,7/27/16,1930,668.27,502.54,1289761.1,969902.2,319858.9
Sub-Saharan Africa,Niger,Clothes,Offline,H,6/7/14,976305043,7/16/14,9213,109.28,35.84,1006796.64,330193.92,676602.72
Europe,Vatican City,Baby Food,Online,H,10/13/15,321554648,10/14/15,4021,255.28,159.42,1026480.88,641027.82,385453.06
Sub-Saharan Africa,Liberia,Office Supplies,Online,L,7/24/13,728042352,8/16/13,2765,651.21,524.96,1800595.65,1451514.4,349081.25
Middle East and North Africa,Lebanon,Fruits,Offline,L,2/23/13,730191981,3/17/13,8889,9.33,6.92,82934.37,61511.88,21422.49
Middle East and North Africa,Qatar,Office Supplies,Online,C,5/27/13,282739865,6/27/13,7864,651.21,524.96,5121115.44,4128285.44,992830
Sub-Saharan Africa,Djibouti,Baby Food,Offline,C,6/22/10,310734832,7/13/10,2197,255.28,159.42,560850.16,350245.74,210604.42
Europe,Norway,Household,Online,C,9/15/16,459538209,10/11/16,6423,668.27,502.54,4292298.21,3227814.42,1064483.79
North America,Canada,Meat,Offline,M,6/14/11,444823825,7/2/11,2110,421.89,364.69,890187.9,769495.9,120692
Asia,Bangladesh,Beverages,Online,L,12/20/12,502578008,1/23/13,2856,47.45,31.79,135517.2,90792.24,44724.96
Europe,Armenia,Clothes,Offline,H,2/5/14,939099586,3/23/14,9291,109.28,35.84,1015320.48,332989.44,682331.04
Sub-Saharan Africa,Burundi,Meat,Offline,M,4/20/16,780999886,6/2/16,4077,421.89,364.69,1720045.53,1486841.13,233204.4
Sub-Saharan Africa,Zambia,Household,Online,L,10/4/10,925202739,11/22/10,6905,668.27,502.54,4614404.35,3470038.7,1144365.65
North America,United States of America,Meat,Online,C,6/2/12,988944470,6/6/12,9500,421.89,364.69,4007955,3464555,543400
Central America and the Caribbean,Dominica,Personal Care,Offline,L,10/21/10,659773910,11/25/10,616,81.73,56.67,50345.68,34908.72,15436.96
Sub-Saharan Africa,Togo,Baby Food,Offline,H,8/23/11,145552384,9/23/11,1040,255.28,159.42,265491.2,165796.8,99694.4
Sub-Saharan Africa,Eritrea,Beverages,Online,M,5/13/10,624453723,6/5/10,8588,47.45,31.79,407500.6,273012.52,134488.08
Europe,Armenia,Office Supplies,Offline,C,1/16/11,194964253,1/16/11,3110,651.21,524.96,2025263.1,1632625.6,392637.5
Asia,North Korea,Household,Offline,L,1/10/15,625882804,2/24/15,1485,668.27,502.54,992380.95,746271.9,246109.05
Europe,Spain,Vegetables,Online,H,2/27/17,606320703,4/18/17,2625,154.06,90.93,404407.5,238691.25,165716.25
Europe,Montenegro,Meat,Offline,M,2/17/17,695701777,4/5/17,2471,421.89,364.69,1042490.19,901148.99,141341.2
Central America and the Caribbean,Grenada,Snacks,Offline,C,9/14/15,173762357,10/15/15,8998,152.58,97.44,1372914.84,876765.12,496149.72
Asia,Myanmar,Cosmetics,Online,H,11/28/10,190551269,1/2/11,7210,437.2,263.33,3152212,1898609.3,1253602.7
Sub-Saharan Africa,Tanzania,Snacks,Online,M,12/30/16,616429841,1/5/17,4143,152.58,97.44,632138.94,403693.92,228445.02
Europe,Luxembourg,Clothes,Offline,C,3/15/15,492071902,4/13/15,3866,109.28,35.84,422476.48,138557.44,283919.04
Australia and Oceania,Australia,Baby Food,Offline,L,7/17/10,278463780,7/19/10,2476,255.28,159.42,632073.28,394723.92,237349.36
Asia,Nepal,Vegetables,Online,C,11/19/12,506904304,12/1/12,3103,154.06,90.93,478048.18,282155.79,195892.39
Europe,Serbia,Clothes,Offline,H,6/13/10,429004800,6/20/10,909,109.28,35.84,99335.52,32578.56,66756.96
Asia,South Korea,Household,Offline,C,6/11/11,266689097,7/9/11,8085,668.27,502.54,5402962.95,4063035.9,1339927.05
Central America and the Caribbean,Saint Kitts and Nevis ,Cosmetics,Offline,M,7/28/17,762193524,8/20/17,8856,437.2,263.33,3871843.2,2332050.48,1539792.72
Europe,San Marino,Vegetables,Online,M,9/3/12,928066909,10/7/12,4477,154.06,90.93,689726.62,407093.61,282633.01
Sub-Saharan Africa,Burundi,Cosmetics,Offline,H,12/12/11,297170579,12/24/11,8233,437.2,263.33,3599467.6,2167995.89,1431471.71
Sub-Saharan Africa,Kenya,Personal Care,Online,L,9/16/12,272678363,9/16/12,442,81.73,56.67,36124.66,25048.14,11076.52
Middle East and North Africa,Egypt,Office Supplies,Offline,C,5/12/13,978076589,5/13/13,3452,651.21,524.96,2247976.92,1812161.92,435815
Central America and the Caribbean,Saint Lucia,Meat,Offline,M,2/20/17,807164084,3/1/17,6644,421.89,364.69,2803037.16,2423000.36,380036.8
Sub-Saharan Africa,Tanzania,Vegetables,Online,L,3/18/13,474052178,4/16/13,1429,154.06,90.93,220151.74,129938.97,90212.77
Australia and Oceania,Vanuatu,Clothes,Online,L,9/23/10,763164699,9/27/10,6248,109.28,35.84,682781.44,223928.32,458853.12
Sub-Saharan Africa,Zimbabwe,Cosmetics,Online,M,5/7/12,279237973,6/21/12,1576,437.2,263.33,689027.2,415008.08,274019.12
Asia,Bhutan,Baby Food,Online,C,6/5/10,397320830,7/20/10,4918,255.28,159.42,1255467.04,784027.56,471439.48
Europe,Vatican City,Personal Care,Offline,L,7/12/13,312774598,7/25/13,5809,81.73,56.67,474769.57,329196.03,145573.54
Asia,Singapore,Office Supplies,Offline,M,5/10/12,191273105,6/28/12,817,651.21,524.96,532038.57,428892.32,103146.25
Europe,Andorra,Office Supplies,Offline,C,10/27/13,718802678,11/6/13,8541,651.21,524.96,5561984.61,4483683.36,1078301.25
Australia and Oceania,Papua New Guinea,Baby Food,Offline,C,7/17/14,851662147,9/4/14,4610,255.28,159.42,1176840.8,734926.2,441914.6
Australia and Oceania,Solomon Islands,Baby Food,Online,H,3/11/12,966462838,4/5/12,6686,255.28,159.42,1706802.08,1065882.12,640919.96
Europe,Ukraine,Household,Offline,L,11/20/16,610128581,12/30/16,9460,668.27,502.54,6321834.2,4754028.4,1567805.8
Sub-Saharan Africa,Botswana,Personal Care,Online,M,1/27/17,749895703,2/3/17,9658,81.73,56.67,789348.34,547318.86,242029.48
Australia and Oceania,Fiji,Snacks,Offline,L,8/17/13,623313033,9/15/13,1033,152.58,97.44,157615.14,100655.52,56959.62
Sub-Saharan Africa,Angola,Beverages,Online,H,1/25/16,888241899,2/15/16,9371,47.45,31.79,444653.95,297904.09,146749.86
Central America and the Caribbean,Panama,Clothes,Online,L,1/13/16,472856128,2/18/16,7491,109.28,35.84,818616.48,268477.44,550139.04
Europe,Spain,Clothes,Offline,C,10/26/13,625642049,12/7/13,240,109.28,35.84,26227.2,8601.6,17625.6
Europe,Bosnia and Herzegovina,Personal Care,Online,H,7/21/14,865398490,9/3/14,9499,81.73,56.67,776353.27,538308.33,238044.94
Australia and Oceania,Tonga,Meat,Offline,L,11/11/16,331236779,11/20/16,9179,421.89,364.69,3872528.31,3347489.51,525038.8
Sub-Saharan Africa,Sierra Leone,Baby Food,Online,M,8/30/16,932580745,10/15/16,221,255.28,159.42,56416.88,35231.82,21185.06
Middle East and North Africa,Egypt,Fruits,Offline,M,12/2/10,599166715,12/25/10,5601,9.33,6.92,52257.33,38758.92,13498.41
Europe,Slovenia,Meat,Online,M,8/7/16,931043517,9/26/16,5321,421.89,364.69,2244876.69,1940515.49,304361.2
Europe,France,Beverages,Online,C,11/17/13,448572480,1/4/14,1420,47.45,31.79,67379,45141.8,22237.2
Central America and the Caribbean,Honduras,Meat,Offline,L,6/28/10,442427432,7/24/10,2964,421.89,364.69,1250481.96,1080941.16,169540.8
Asia,Mongolia,Cosmetics,Online,H,3/29/15,923594701,4/6/15,1051,437.2,263.33,459497.2,276759.83,182737.37
Sub-Saharan Africa,Zambia,Beverages,Offline,H,6/30/11,173373115,7/5/11,3812,47.45,31.79,180879.4,121183.48,59695.92
Middle East and North Africa,Bahrain,Office Supplies,Offline,L,12/20/13,593374001,2/2/14,1408,651.21,524.96,916903.68,739143.68,177760
Europe,Belarus,Personal Care,Online,C,12/13/11,155521190,1/17/12,1031,81.73,56.67,84263.63,58426.77,25836.86
Central America and the Caribbean,Saint Lucia,Snacks,Online,C,12/4/10,952051007,12/9/10,1905,152.58,97.44,290664.9,185623.2,105041.7
Australia and Oceania,Nauru,Beverages,Online,C,8/31/13,645512282,9/19/13,284,47.45,31.79,13475.8,9028.36,4447.44
Sub-Saharan Africa,Niger,Fruits,Online,H,6/6/16,118766343,6/11/16,4455,9.33,6.92,41565.15,30828.6,10736.55
Europe,Bosnia and Herzegovina,Vegetables,Offline,L,10/5/12,324987018,11/4/12,9735,154.06,90.93,1499774.1,885203.55,614570.55
Europe,Albania,Office Supplies,Offline,C,5/29/12,937660634,6/20/12,3473,651.21,524.96,2261652.33,1823186.08,438466.25
Asia,India,Snacks,Online,M,10/31/14,800586020,12/19/14,49,152.58,97.44,7476.42,4774.56,2701.86
Sub-Saharan Africa,Ghana,Household,Offline,H,12/22/12,177874505,2/2/13,5874,668.27,502.54,3925417.98,2951919.96,973498.02
